"Category ID";"Active (0/1)";"Name*";"Parent category";"Root category (0/1)";"Description";"Meta title";"Meta keywords";"Meta description";"URL rewritten";"Image URL"
"4487";"1";"Michel Delpech";"Artiest";"0";"Michel Delpech";"Michel Delpech";"Michel Delpech";"Michel Delpech";"michel-delpech";
"4488";"1";"David Bowie";"Artiest";"0";"David Bowie";"David Bowie";"David Bowie";"David Bowie";"david-bowie";
"4489";"1";"Lynn Anderson";"Artiest";"0";"Lynn Anderson";"Lynn Anderson";"Lynn Anderson";"Lynn Anderson";"lynn-anderson";
"4490";"1";"Gerard Cox";"Artiest";"0";"Gerard Cox";"Gerard Cox";"Gerard Cox";"Gerard Cox";"gerard-cox";
"4491";"1";"Eddy Christiani";"Artiest";"0";"Eddy Christiani";"Eddy Christiani";"Eddy Christiani";"Eddy Christiani";"eddy-christiani";
"4492";"1";"Ron Brandsteder";"Artiest";"0";"Ron Brandsteder";"Ron Brandsteder";"Ron Brandsteder";"Ron Brandsteder";"ron-brandsteder";
"4493";"1";"Artiest Karin en de Rico s";"Artiest";"0";"Artiest Karin en de Rico s";"Artiest Karin en de Rico s";"Artiest Karin en de Rico s";"Artiest Karin en de Rico s";"artiest-karin-en-de-rico-s";
"4494";"1";"A La Carte";"Artiest";"0";"A La Carte";"A La Carte";"A La Carte";"A La Carte";"a-la-carte";
"4495";"1";"Lesley Gore";"Artiest";"0";"Lesley Gore";"Lesley Gore";"Lesley Gore";"Lesley Gore";"lesley-gore";
"4496";"1";"Arthur Brown";"Artiest";"0";"Arthur Brown";"Arthur Brown";"Arthur Brown";"Arthur Brown";"arthur-brown";
"4497";"1";"Mamas and Papas";"Artiest";"0";"Mamas and Papas";"Mamas and Papas";"Mamas and Papas";"Mamas and Papas";"mamas-and-papas";
"4498";"1";"Jan Rot";"Artiest";"0";"Jan Rot";"Jan Rot";"Jan Rot";"Jan Rot";"jan-rot";
"4499";"1";"Artiest Familee";"Artiest";"0";"Artiest Familee";"Artiest Familee";"Artiest Familee";"Artiest Familee";"artiest-familee";
"4500";"1";"Artiest Meadow";"Artiest";"0";"Artiest Meadow";"Artiest Meadow";"Artiest Meadow";"Artiest Meadow";"artiest-meadow";
"4501";"1";"Artiest John Fred and his Playboy Band";"Artiest";"0";"Artiest John Fred and his Playboy Band";"Artiest John Fred and his Playboy Band";"Artiest John Fred and his Playboy Band";"Artiest John Fred and his Playboy Band";"artiest-john-fred-and-his-playboy-band";
"4502";"1";"Artiest Xanadu";"Artiest";"0";"Artiest Xanadu";"Artiest Xanadu";"Artiest Xanadu";"Artiest Xanadu";"artiest-xanadu";
"4503";"1";"Artiest Blues Brothers The";"Artiest";"0";"Artiest Blues Brothers The";"Artiest Blues Brothers The";"Artiest Blues Brothers The";"Artiest Blues Brothers The";"artiest-blues-brothers-the";
"4504";"1";"Artiest Twice as Much";"Artiest";"0";"Artiest Twice as Much";"Artiest Twice as Much";"Artiest Twice as Much";"Artiest Twice as Much";"artiest-twice-as-much";
"4505";"1";"Sandy van Ry";"Artiest";"0";"Sandy van Ry";"Sandy van Ry";"Sandy van Ry";"Sandy van Ry";"sandy-van-ry";
"4506";"1";"Bonny St Claire";"Artiest";"0";"Bonny St Claire";"Bonny St Claire";"Bonny St Claire";"Bonny St Claire";"bonny-st-claire";
"4507";"1";"Gaby Baginsky";"Artiest";"0";"Gaby Baginsky";"Gaby Baginsky";"Gaby Baginsky";"Gaby Baginsky";"gaby-baginsky";
"4508";"1";"Artiest Suzie";"Artiest";"0";"Artiest Suzie";"Artiest Suzie";"Artiest Suzie";"Artiest Suzie";"artiest-suzie";
"4509";"1";"Het Spencer Trio";"Artiest";"0";"Het Spencer Trio";"Het Spencer Trio";"Het Spencer Trio";"Het Spencer Trio";"het-spencer-trio";
"4510";"1";"Artiest JEANINE";"Artiest";"0";"Artiest JEANINE";"Artiest JEANINE";"Artiest JEANINE";"Artiest JEANINE";"artiest-jeanine";
"4511";"1";"Nelleke van der Ven";"Artiest";"0";"Nelleke van der Ven";"Nelleke van der Ven";"Nelleke van der Ven";"Nelleke van der Ven";"nelleke-van-der-ven";
"4512";"1";"De Anemoons";"Artiest";"0";"De Anemoons";"De Anemoons";"De Anemoons";"De Anemoons";"de-anemoons";
"4513";"1";"Artiest Linette";"Artiest";"0";"Artiest Linette";"Artiest Linette";"Artiest Linette";"Artiest Linette";"artiest-linette";
"4514";"1";"Het Moonlight Trio";"Artiest";"0";"Het Moonlight Trio";"Het Moonlight Trio";"Het Moonlight Trio";"Het Moonlight Trio";"het-moonlight-trio";
"4515";"1";"Artiest Los Piratos";"Artiest";"0";"Artiest Los Piratos";"Artiest Los Piratos";"Artiest Los Piratos";"Artiest Los Piratos";"artiest-los-piratos";
"4516";"1";"Artiest Charlotte";"Artiest";"0";"Artiest Charlotte";"Artiest Charlotte";"Artiest Charlotte";"Artiest Charlotte";"artiest-charlotte";
"4517";"1";" Magic Combo";"Artiest";"0";" Magic Combo";" Magic Combo";" Magic Combo";" Magic Combo";"magic-combo";
"4518";"1";"Artiest Eddy en Ella";"Artiest";"0";"Artiest Eddy en Ella";"Artiest Eddy en Ella";"Artiest Eddy en Ella";"Artiest Eddy en Ella";"artiest-eddy-en-ella";
"4519";"1";"Renee de Haan";"Artiest";"0";"Renee de Haan";"Renee de Haan";"Renee de Haan";"Renee de Haan";"renee-de-haan";
"4520";"1";"Artiest Jolanda";"Artiest";"0";"Artiest Jolanda";"Artiest Jolanda";"Artiest Jolanda";"Artiest Jolanda";"artiest-jolanda";
"4521";"1";"Ivo Franklin";"Artiest";"0";"Ivo Franklin";"Ivo Franklin";"Ivo Franklin";"Ivo Franklin";"ivo-franklin";
"4522";"1";"Jimmy Cliff";"Artiest";"0";"Jimmy Cliff";"Jimmy Cliff";"Jimmy Cliff";"Jimmy Cliff";"jimmy-cliff";
"4523";"1";"Artiest Ad Ellie";"Artiest";"0";"Artiest Ad Ellie";"Artiest Ad Ellie";"Artiest Ad Ellie";"Artiest Ad Ellie";"artiest-adellie";
"4524";"1";"De Butlers";"Artiest";"0";"De Butlers";"De Butlers";"De Butlers";"De Butlers";"de-butlers";
"4525";"1";"SAM THE SHAM";"Artiest";"0";"SAM THE SHAM";"SAM THE SHAM";"SAM THE SHAM";"SAM THE SHAM";"sam-the-sham";
"4526";"1";"Roger Whittaker";"Artiest";"0";"Roger Whittaker";"Roger Whittaker";"Roger Whittaker";"Roger Whittaker";"roger-whittaker";
"4527";"1";"Roland Kaiser";"Artiest";"0";"Roland Kaiser";"Roland Kaiser";"Roland Kaiser";"Roland Kaiser";"roland-kaiser";
"4528";"1";"Andy Borg";"Artiest";"0";"Andy Borg";"Andy Borg";"Andy Borg";"Andy Borg";"andy-borg";
"4529";"1";"Artiest Gitti und Erica";"Artiest";"0";"Artiest Gitti und Erica";"Artiest Gitti und Erica";"Artiest Gitti und Erica";"Artiest Gitti und Erica";"artiest-gitti-und-erica";
"4530";"1";"Artiest Massada";"Artiest";"0";"Artiest Massada";"Artiest Massada";"Artiest Massada";"Artiest Massada";"artiest-massada";
"4531";"1";"Silvia Swart ( single cd )";"Artiest";"0";"Silvia Swart ( single cd )";"Silvia Swart ( single cd )";"Silvia Swart ( single cd )";"Silvia Swart ( single cd )";"silvia-swart-single-cd";
"4532";"1";"De Avonturiers";"Artiest";"0";"De Avonturiers";"De Avonturiers";"De Avonturiers";"De Avonturiers";"de-avonturiers";
"4533";"1";"Artiest Rona Mona Lisa";"Artiest";"0";"Artiest Rona Mona Lisa";"Artiest Rona Mona Lisa";"Artiest Rona Mona Lisa";"Artiest Rona Mona Lisa";"artiest-ronamona-lisa";
"4534";"1";"Artiest Schelde Trio";"Artiest";"0";"Artiest Schelde Trio";"Artiest Schelde Trio";"Artiest Schelde Trio";"Artiest Schelde Trio";"artiest-schelde-trio";
"4535";"1";"Artiest Dale Grace";"Artiest";"0";"Artiest Dale Grace";"Artiest Dale Grace";"Artiest Dale Grace";"Artiest Dale Grace";"artiest-dalegrace";
"4536";"1";"Long Tall Ernie and the Shakers";"Artiest";"0";"Long Tall Ernie and the Shakers";"Long Tall Ernie and the Shakers";"Long Tall Ernie and the Shakers";"Long Tall Ernie and the Shakers";"long-tall-ernie-and-the-shakers";
"4537";"1";"Nelly van Orsouw";"Artiest";"0";"Nelly van Orsouw";"Nelly van Orsouw";"Nelly van Orsouw";"Nelly van Orsouw";"nelly-van-orsouw";
"4538";"1";"Limbra Zusjes";"Artiest";"0";"Limbra Zusjes";"Limbra Zusjes";"Limbra Zusjes";"Limbra Zusjes";"limbra-zusjes";
"4539";"1";"Hans de Booy";"Artiest";"0";"Hans de Booy";"Hans de Booy";"Hans de Booy";"Hans de Booy";"hans-de-booy";
"4540";"1";"Artiest Leo Den Hop";"Artiest";"0";"Artiest Leo Den Hop";"Artiest Leo Den Hop";"Artiest Leo Den Hop";"Artiest Leo Den Hop";"artiest-leo-den-hop";
"4541";"1";"Cock Vanderpalm";"Artiest";"0";"Cock Vanderpalm";"Cock Vanderpalm";"Cock Vanderpalm";"Cock Vanderpalm";"cock-vanderpalm";
"4542";"1";"Andre van Duin";"Artiest";"0";"Andre van Duin";"Andre van Duin";"Andre van Duin";"Andre van Duin";"andre-van-duin";
"4543";"1";"Artiest Black Birds";"Artiest";"0";"Artiest Black Birds";"Artiest Black Birds";"Artiest Black Birds";"Artiest Black Birds";"artiest-black-birds";
"4544";"1";"Selvera s";"Artiest";"0";"Selvera s";"Selvera s";"Selvera s";"Selvera s";"selvera-s";
"4545";"1";"Artiest Bertina";"Artiest";"0";"Artiest Bertina";"Artiest Bertina";"Artiest Bertina";"Artiest Bertina";"artiest-bertina";
"4546";"1";"Golde Earring";"Artiest";"0";"Golde Earring";"Golde Earring";"Golde Earring";"Golde Earring";"golde-earring";
"4547";"1";"Connie Francis";"Artiest";"0";"Connie Francis";"Connie Francis";"Connie Francis";"Connie Francis";"connie-francis";
"4548";"1";"Mien Oostvogels";"Artiest";"0";"Mien Oostvogels";"Mien Oostvogels";"Mien Oostvogels";"Mien Oostvogels";"mien-oostvogels";
"4549";"1";"The Hearts";"Artiest";"0";"The Hearts";"The Hearts";"The Hearts";"The Hearts";"the-hearts";
"4550";"1";"Artiest Medler Trio";"Artiest";"0";"Artiest Medler Trio";"Artiest Medler Trio";"Artiest Medler Trio";"Artiest Medler Trio";"artiest-medler-trio";
"4551";"1";"Jan Ten Hoopen";"Artiest";"0";"Jan Ten Hoopen";"Jan Ten Hoopen";"Jan Ten Hoopen";"Jan Ten Hoopen";"jan-ten-hoopen";
"4552";"1";"Artiest TAMARA";"Artiest";"0";"Artiest TAMARA";"Artiest TAMARA";"Artiest TAMARA";"Artiest TAMARA";"artiest-tamara";
"4553";"1";"Schurzenjager";"Artiest";"0";"Schurzenjager";"Schurzenjager";"Schurzenjager";"Schurzenjager";"schurzenjager";
"4554";"1";"Luk Bral";"Artiest";"0";"Luk Bral";"Luk Bral";"Luk Bral";"Luk Bral";"luk-bral";
"4555";"1";"Herman van Keeken";"Artiest";"0";"Herman van Keeken";"Herman van Keeken";"Herman van Keeken";"Herman van Keeken";"herman-van-keeken";
"4556";"1";"Artiest Hilde ";"Artiest";"0";"Artiest Hilde ";"Artiest Hilde ";"Artiest Hilde ";"Artiest Hilde ";"artiest-hilde";
"4557";"1";"Artiest Alphaville";"Artiest";"0";"Artiest Alphaville";"Artiest Alphaville";"Artiest Alphaville";"Artiest Alphaville";"artiest-alphaville";
"4558";"1";"Artiest ALINE";"Artiest";"0";"Artiest ALINE";"Artiest ALINE";"Artiest ALINE";"Artiest ALINE";"artiest-aline";
"4559";"1";"Andy de Wit";"Artiest";"0";"Andy de Wit";"Andy de Wit";"Andy de Wit";"Andy de Wit";"andy-de-wit";
"4560";"1";"De Jagers";"Artiest";"0";"De Jagers";"De Jagers";"De Jagers";"De Jagers";"de-jagers";
"4561";"1";"De Jantjes";"Artiest";"0";"De Jantjes";"De Jantjes";"De Jantjes";"De Jantjes";"de-jantjes";
"4562";"1";"De Dorpsveldwachter";"Artiest";"0";"De Dorpsveldwachter";"De Dorpsveldwachter";"De Dorpsveldwachter";"De Dorpsveldwachter";"de-dorpsveldwachter";
"4563";"1";"Artiest Combo Wil de Bras";"Artiest";"0";"Artiest Combo Wil de Bras";"Artiest Combo Wil de Bras";"Artiest Combo Wil de Bras";"Artiest Combo Wil de Bras";"artiest-combo-wil-de-bras";
"4564";"1";"Country Trio  Con Amour";"Artiest";"0";"Country Trio  Con Amour";"Country Trio  Con Amour";"Country Trio  Con Amour";"Country Trio  Con Amour";"country-triocon-amour";
"4565";"1";"PERU";"Artiest";"0";"PERU";"PERU";"PERU";"PERU";"peru";
"4566";"1";"Veronica Jingles";"Artiest";"0";"Veronica Jingles";"Veronica Jingles";"Veronica Jingles";"Veronica Jingles";"veronica-jingles";
"4567";"1";"Het Noordzee Koor";"Artiest";"0";"Het Noordzee Koor";"Het Noordzee Koor";"Het Noordzee Koor";"Het Noordzee Koor";"het-noordzee-koor";
"4568";"1";"Een Veronica Produktie";"Artiest";"0";"Een Veronica Produktie";"Een Veronica Produktie";"Een Veronica Produktie";"Een Veronica Produktie";"een-veronica-produktie";
"4569";"1";"Veronica Drive-In-Show";"Artiest";"0";"Veronica Drive-In-Show";"Veronica Drive-In-Show";"Veronica Drive-In-Show";"Veronica Drive-In-Show";"veronica-drive-in-show";
"4570";"1";"12 12 Jaar Radio Veronica";"Artiest";"0";"12 12 Jaar Radio Veronica";"12 12 Jaar Radio Veronica";"12 12 Jaar Radio Veronica";"12 12 Jaar Radio Veronica";"12-12-jaar-radio-veronica";
"4571";"1";"Roek williams";"Artiest";"0";"Roek williams";"Roek williams";"Roek williams";"Roek williams";"roek-williams";
"4572";"1";"Radio Caroline";"Artiest";"0";"Radio Caroline";"Radio Caroline";"Radio Caroline";"Radio Caroline";"radio-caroline";
"4573";"1";"The Moodbrothers ";"Artiest";"0";"The Moodbrothers ";"The Moodbrothers ";"The Moodbrothers ";"The Moodbrothers ";"the-moodbrothers";
"4574";"1";"Het Piratenduo ";"Artiest";"0";"Het Piratenduo ";"Het Piratenduo ";"Het Piratenduo ";"Het Piratenduo ";"het-piratenduo";
"4575";"1";"Jane Birkin ";"Artiest";"0";"Jane Birkin ";"Jane Birkin ";"Jane Birkin ";"Jane Birkin ";"jane-birkin";
"4576";"1";"DBM T";"Artiest";"0";"DBM T";"DBM T";"DBM T";"DBM T";"dbmt";
"4577";"1";"Artiest Helga ";"Artiest";"0";"Artiest Helga ";"Artiest Helga ";"Artiest Helga ";"Artiest Helga ";"artiest-helga";
"4578";"1";"The Merrymen ";"Artiest";"0";"The Merrymen ";"The Merrymen ";"The Merrymen ";"The Merrymen ";"the-merrymen";
"4579";"1";"Future World orchestra";"Artiest";"0";"Future World orchestra";"Future World orchestra";"Future World orchestra";"Future World orchestra";"future-world-orchestra";
"4580";"1";"Bronx";"Artiest";"0";"Bronx";"Bronx";"Bronx";"Bronx";"bronx";
"4581";"1";"Duo California";"Artiest";"0";"Duo California";"Duo California";"Duo California";"Duo California";"duo-california";
"4582";"1";"Duck of Burlington";"Artiest";"0";"Duck of Burlington";"Duck of Burlington";"Duck of Burlington";"Duck of Burlington";"duck-of-burlington";
"4583";"1";"Vader Abraham  J Herp  Goede zonen  Makkers";"Artiest";"0";"Vader Abraham  J Herp  Goede zonen  Makkers";"Vader Abraham  J Herp  Goede zonen  Makkers";"Vader Abraham  J Herp  Goede zonen  Makkers";"Vader Abraham  J Herp  Goede zonen  Makkers";"vader-abraham-j-herp-goede-zonen-makkers";
"4584";"1";"Artiest SOMMERWIND";"Artiest";"0";"Artiest SOMMERWIND";"Artiest SOMMERWIND";"Artiest SOMMERWIND";"Artiest SOMMERWIND";"artiest-sommerwind";
"4585";"1";"ANDRE MOSS";"Artiest";"0";"ANDRE MOSS";"ANDRE MOSS";"ANDRE MOSS";"ANDRE MOSS";"andre-moss";
"4586";"1";"ANNEKE EN DE VRIJBUITERS ";"Artiest";"0";"ANNEKE EN DE VRIJBUITERS ";"ANNEKE EN DE VRIJBUITERS ";"ANNEKE EN DE VRIJBUITERS ";"ANNEKE EN DE VRIJBUITERS ";"anneke-en-de-vrijbuiters";
"4587";"1";"COUNTDOWN ALL STAR BAND ( NORMAAL ) ";"Artiest";"0";"COUNTDOWN ALL STAR BAND ( NORMAAL ) ";"COUNTDOWN ALL STAR BAND ( NORMAAL ) ";"COUNTDOWN ALL STAR BAND ( NORMAAL ) ";"COUNTDOWN ALL STAR BAND ( NORMAAL ) ";"countdown-all-star-band-normaal";
"4588";"1";"Frank Boeijen groep live ";"Artiest";"0";"Frank Boeijen groep live ";"Frank Boeijen groep live ";"Frank Boeijen groep live ";"Frank Boeijen groep live ";"frank-boeijen-groep-live";
"4589";"1";"De DIJK";"Artiest";"0";"De DIJK";"De DIJK";"De DIJK";"De DIJK";"de-dijk";
"4590";"1";"Het goede doel ";"Artiest";"0";"Het goede doel ";"Het goede doel ";"Het goede doel ";"Het goede doel ";"het-goede-doel";
"4591";"1";"Goede doel ";"Artiest";"0";"Goede doel ";"Goede doel ";"Goede doel ";"Goede doel ";"goede-doel";
"4592";"1";"Mi Amigo Boys";"Artiest";"0";"Mi Amigo Boys";"Mi Amigo Boys";"Mi Amigo Boys";"Mi Amigo Boys";"mi-amigo-boys";
"4593";"1";"De Nightingales ";"Artiest";"0";"De Nightingales ";"De Nightingales ";"De Nightingales ";"De Nightingales ";"de-nightingales";
"4594";"1";"The Les Reed Orchestra";"Artiest";"0";"The Les Reed Orchestra";"The Les Reed Orchestra";"The Les Reed Orchestra";"The Les Reed Orchestra";"the-les-reed-orchestra";
"4595";"1";"Duo Romantica";"Artiest";"0";"Duo Romantica";"Duo Romantica";"Duo Romantica";"Duo Romantica";"duo-romantica";
"4596";"1";"Die Flamingos";"Artiest";"0";"Die Flamingos";"Die Flamingos";"Die Flamingos";"Die Flamingos";"die-flamingos";
"4597";"1";"Fred Bertelmann";"Artiest";"0";"Fred Bertelmann";"Fred Bertelmann";"Fred Bertelmann";"Fred Bertelmann";"fred-bertelmann";
"4598";"1";"Martin Lauer";"Artiest";"0";"Martin Lauer";"Martin Lauer";"Martin Lauer";"Martin Lauer";"martin-lauer";
"4599";"1";"Anja Johnny";"Artiest";"0";"Anja Johnny";"Anja Johnny";"Anja Johnny";"Anja Johnny";"anjajohnny";
"4600";"1";"Artiest Berthina";"Artiest";"0";"Artiest Berthina";"Artiest Berthina";"Artiest Berthina";"Artiest Berthina";"artiest-berthina";
"4601";"1";"LIZZY en LUCKY";"Artiest";"0";"LIZZY en LUCKY";"LIZZY en LUCKY";"LIZZY en LUCKY";"LIZZY en LUCKY";"lizzy-en-lucky";
"4602";"1";"John Fred His Playboys";"Artiest";"0";"John Fred His Playboys";"John Fred His Playboys";"John Fred His Playboys";"John Fred His Playboys";"john-fredhis-playboys";
"4603";"1";"Wil de Bras";"Artiest";"0";"Wil de Bras";"Wil de Bras";"Wil de Bras";"Wil de Bras";"wil-de-bras";
"4604";"1";"Artiest LIEVEKE";"Artiest";"0";"Artiest LIEVEKE";"Artiest LIEVEKE";"Artiest LIEVEKE";"Artiest LIEVEKE";"artiest-lieveke";
"4605";"1";"Artiest HEIDI";"Artiest";"0";"Artiest HEIDI";"Artiest HEIDI";"Artiest HEIDI";"Artiest HEIDI";"artiest-heidi";
"4606";"1";"Artiest MARILYN";"Artiest";"0";"Artiest MARILYN";"Artiest MARILYN";"Artiest MARILYN";"Artiest MARILYN";"artiest-marilyn";
"4607";"1";"Annie Hendricks";"Artiest";"0";"Annie Hendricks";"Annie Hendricks";"Annie Hendricks";"Annie Hendricks";"annie-hendricks";
"4608";"1";"Animals";"Artiest";"0";"Animals";"Animals";"Animals";"Animals";"animals";
"4609";"1";"Jerry en Mary";"Artiest";"0";"Jerry en Mary";"Jerry en Mary";"Jerry en Mary";"Jerry en Mary";"jerry-en-mary";
"4610";"1";"Johnny en Mary";"Artiest";"0";"Johnny en Mary";"Johnny en Mary";"Johnny en Mary";"Johnny en Mary";"johnny-en-mary";
"4611";"1";"Johnny en Caesarine";"Artiest";"0";"Johnny en Caesarine";"Johnny en Caesarine";"Johnny en Caesarine";"Johnny en Caesarine";"johnny-en-caesarine";
"4612";"1";"Artiest Susi Die Rockets";"Artiest";"0";"Artiest Susi Die Rockets";"Artiest Susi Die Rockets";"Artiest Susi Die Rockets";"Artiest Susi Die Rockets";"artiest-susidie-rockets";
"4613";"1";"The Pop-Corn Makers";"Artiest";"0";"The Pop-Corn Makers";"The Pop-Corn Makers";"The Pop-Corn Makers";"The Pop-Corn Makers";"the-pop-corn-makers";
"4614";"1";"Artiest Paldauer";"Artiest";"0";"Artiest Paldauer";"Artiest Paldauer";"Artiest Paldauer";"Artiest Paldauer";"artiest-paldauer";
"4615";"1";"Artiest Fernando Express";"Artiest";"0";"Artiest Fernando Express";"Artiest Fernando Express";"Artiest Fernando Express";"Artiest Fernando Express";"artiest-fernando-express";
"4616";"1";"Marion Maerz";"Artiest";"0";"Marion Maerz";"Marion Maerz";"Marion Maerz";"Marion Maerz";"marion-maerz";
"4617";"1";"Artiest Wishful Thinking";"Artiest";"0";"Artiest Wishful Thinking";"Artiest Wishful Thinking";"Artiest Wishful Thinking";"Artiest Wishful Thinking";"artiest-wishful-thinking";
"4618";"1";"Artiest Mixers De (Rotterdam)";"Artiest";"0";"Artiest Mixers De (Rotterdam)";"Artiest Mixers De (Rotterdam)";"Artiest Mixers De (Rotterdam)";"Artiest Mixers De (Rotterdam)";"artiest-mixers-de-rotterdam";
"4619";"1";"Hep stars";"Artiest";"0";"Hep stars";"Hep stars";"Hep stars";"Hep stars";"hep-stars";
"4620";"1";"Rita Pavone  Paul Anka";"Artiest";"0";"Rita Pavone  Paul Anka";"Rita Pavone  Paul Anka";"Rita Pavone  Paul Anka";"Rita Pavone  Paul Anka";"rita-pavone-paul-anka";
"4621";"1";"Artiest Sympathie";"Artiest";"0";"Artiest Sympathie";"Artiest Sympathie";"Artiest Sympathie";"Artiest Sympathie";"artiest-sympathie";
"4622";"1";"Artiest Dschinghis Khan";"Artiest";"0";"Artiest Dschinghis Khan";"Artiest Dschinghis Khan";"Artiest Dschinghis Khan";"Artiest Dschinghis Khan";"artiest-dschinghis-khan";
"4623";"1";"Artiest Jan en Mien (Froger)";"Artiest";"0";"Artiest Jan en Mien (Froger)";"Artiest Jan en Mien (Froger)";"Artiest Jan en Mien (Froger)";"Artiest Jan en Mien (Froger)";"artiest-jan-en-mien-froger";
"4624";"1";"Artiest Anneke";"Artiest";"0";"Artiest Anneke";"Artiest Anneke";"Artiest Anneke";"Artiest Anneke";"artiest-anneke";
"4625";"1";"De Merano s ";"Artiest";"0";"De Merano s ";"De Merano s ";"De Merano s ";"De Merano s ";"de-merano-s";
"4626";"1";"Max Betsy Anders";"Artiest";"0";"Max Betsy Anders";"Max Betsy Anders";"Max Betsy Anders";"Max Betsy Anders";"maxbetsy-anders";
"4627";"1";"Paul Rollman Pablo";"Artiest";"0";"Paul Rollman Pablo";"Paul Rollman Pablo";"Paul Rollman Pablo";"Paul Rollman Pablo";"paul-rollmanpablo";
"4628";"1";"Artiest ALPHA";"Artiest";"0";"Artiest ALPHA";"Artiest ALPHA";"Artiest ALPHA";"Artiest ALPHA";"artiest-alpha";
"4629";"1";"Jan Mien";"Artiest";"0";"Jan Mien";"Jan Mien";"Jan Mien";"Jan Mien";"janmien";
"4630";"1";"Cees Monioue";"Artiest";"0";"Cees Monioue";"Cees Monioue";"Cees Monioue";"Cees Monioue";"ceesmonioue";
"4631";"1";"Hanny - Frans Rekels";"Artiest";"0";"Hanny - Frans Rekels";"Hanny - Frans Rekels";"Hanny - Frans Rekels";"Hanny - Frans Rekels";"hannyfransrekels";
"4632";"1";"The Red Rockets";"Artiest";"0";"The Red Rockets";"The Red Rockets";"The Red Rockets";"The Red Rockets";"the-red-rockets";
"4633";"1";"The Starlights";"Artiest";"0";"The Starlights";"The Starlights";"The Starlights";"The Starlights";"the-starlights";
"4634";"1";"Nancy Sinatra";"Artiest";"0";"Nancy Sinatra";"Nancy Sinatra";"Nancy Sinatra";"Nancy Sinatra";"nancy-sinatra";
"4635";"1";"The Herd";"Artiest";"0";"The Herd";"The Herd";"The Herd";"The Herd";"the-herd";
"4636";"1";"Artiest Geordie";"Artiest";"0";"Artiest Geordie";"Artiest Geordie";"Artiest Geordie";"Artiest Geordie";"artiest-geordie";
"4637";"1";"Frankie Laine";"Artiest";"0";"Frankie Laine";"Frankie Laine";"Frankie Laine";"Frankie Laine";"frankie-laine";
"4638";"1";"Artiest WHAM";"Artiest";"0";"Artiest WHAM";"Artiest WHAM";"Artiest WHAM";"Artiest WHAM";"artiest-wham";
"4639";"1";"Eydie Gorme";"Artiest";"0";"Eydie Gorme";"Eydie Gorme";"Eydie Gorme";"Eydie Gorme";"eydie-gorme";
"4640";"1";"Louis Armstrong";"Artiest";"0";"Louis Armstrong";"Louis Armstrong";"Louis Armstrong";"Louis Armstrong";"louis-armstrong";
"4641";"1";"Artiest Geke Karel";"Artiest";"0";"Artiest Geke Karel";"Artiest Geke Karel";"Artiest Geke Karel";"Artiest Geke Karel";"artiest-gekekarel";
"4642";"1";"KOTO";"Artiest";"0";"KOTO";"KOTO";"KOTO";"KOTO";"koto";
"4643";"1";"The Righteous Brothers";"Artiest";"0";"The Righteous Brothers";"The Righteous Brothers";"The Righteous Brothers";"The Righteous Brothers";"the-righteous-brothers";
"4644";"1";"Co Hagedoorn";"Artiest";"0";"Co Hagedoorn";"Co Hagedoorn";"Co Hagedoorn";"Co Hagedoorn";"co-hagedoorn";
"4645";"1";"Aly Goeree";"Artiest";"0";"Aly Goeree";"Aly Goeree";"Aly Goeree";"Aly Goeree";"aly-goeree";
"4646";"1";"The Golden Sounds";"Artiest";"0";"The Golden Sounds";"The Golden Sounds";"The Golden Sounds";"The Golden Sounds";"the-golden-sounds";
"4647";"1";"Little Arthur";"Artiest";"0";"Little Arthur";"Little Arthur";"Little Arthur";"Little Arthur";"little-arthur";
"4648";"1";"Artiest George en Trudel";"Artiest";"0";"Artiest George en Trudel";"Artiest George en Trudel";"Artiest George en Trudel";"Artiest George en Trudel";"artiest-george-en-trudel";
"4649";"1";"Bloemendaal Adele";"Artiest";"0";"Bloemendaal Adele";"Bloemendaal Adele";"Bloemendaal Adele";"Bloemendaal Adele";"bloemendaal-adele";
"4650";"1";"Artiest RACEY";"Artiest";"0";"Artiest RACEY";"Artiest RACEY";"Artiest RACEY";"Artiest RACEY";"artiest-racey";
"4651";"1";"Brian Hyland";"Artiest";"0";"Brian Hyland";"Brian Hyland";"Brian Hyland";"Brian Hyland";"brian-hyland";
"4652";"1";"Olivia Newton John";"Artiest";"0";"Olivia Newton John";"Olivia Newton John";"Olivia Newton John";"Olivia Newton John";"olivia-newton-john";
"4653";"1";"Erik Sanne";"Artiest";"0";"Erik Sanne";"Erik Sanne";"Erik Sanne";"Erik Sanne";"eriksanne";
"4654";"1";"Artiest Black Lake";"Artiest";"0";"Artiest Black Lake";"Artiest Black Lake";"Artiest Black Lake";"Artiest Black Lake";"artiest-black-lake";
"4655";"1";"Artiest Irma en Erika";"Artiest";"0";"Artiest Irma en Erika";"Artiest Irma en Erika";"Artiest Irma en Erika";"Artiest Irma en Erika";"artiest-irma-en-erika";
"4656";"1";"Artiest INGRID";"Artiest";"0";"Artiest INGRID";"Artiest INGRID";"Artiest INGRID";"Artiest INGRID";"artiest-ingrid";
"4657";"1";"Artiest Slade";"Artiest";"0";"Artiest Slade";"Artiest Slade";"Artiest Slade";"Artiest Slade";"artiest-slade";
"4658";"1";"Julie Covington ";"Artiest";"0";"Julie Covington ";"Julie Covington ";"Julie Covington ";"Julie Covington ";"julie-covington";
