"Category ID";"Active (0/1)";"Name*";"Parent category";"Root category (0/1)";"Description";"Meta title";"Meta keywords";"Meta description";"URL rewritten";"Image URL"
"3080";"1";"Viva L Amour JBS 1065";"Artiest";"0";"Viva L Amour JBS 1065";"Viva L Amour JBS 1065";"Viva L Amour JBS 1065";"Viva L Amour JBS 1065";"viva-l-amour-jbs-1065";
"3081";"1";"Twinkle Light JBS 1066";"Artiest";"0";"Twinkle Light JBS 1066";"Twinkle Light JBS 1066";"Twinkle Light JBS 1066";"Twinkle Light JBS 1066";"twinkle-light-jbs-1066";
"3082";"1";"Orkest Viva L'Amour JBS 1067";"Artiest";"0";"Orkest Viva L'Amour JBS 1067";"Orkest Viva L'Amour JBS 1067";"Orkest Viva L'Amour JBS 1067";"Orkest Viva L'Amour JBS 1067";"orkest-viva-l'amour-jbs-1067";
"3083";"1";"JTJ TRio JBS 1068";"Artiest";"0";"JTJ TRio JBS 1068";"JTJ TRio JBS 1068";"JTJ TRio JBS 1068";"JTJ TRio JBS 1068";"jtj-trio-jbs-1068";
"3084";"1";"Mario JBS 1069";"Artiest";"0";"Mario JBS 1069";"Mario JBS 1069";"Mario JBS 1069";"Mario JBS 1069";"mario-jbs-1069";
"3085";"1";"JTJ TRio JBS 1070";"Artiest";"0";"JTJ TRio JBS 1070";"JTJ TRio JBS 1070";"JTJ TRio JBS 1070";"JTJ TRio JBS 1070";"jtj-trio-jbs-1070";
"3086";"1";"De Esperando's JBS 1071";"Artiest";"0";"De Esperando's JBS 1071";"De Esperando's JBS 1071";"De Esperando's JBS 1071";"De Esperando's JBS 1071";"de-esperando's-jbs-1071";
"3087";"1";"Viva L'Amour JBS 1072";"Artiest";"0";"Viva L'Amour JBS 1072";"Viva L'Amour JBS 1072";"Viva L'Amour JBS 1072";"Viva L'Amour JBS 1072";"viva-l'amour-jbs-1072";
"3088";"1";"JTJ TRio JBS 1073";"Artiest";"0";"JTJ TRio JBS 1073";"JTJ TRio JBS 1073";"JTJ TRio JBS 1073";"JTJ TRio JBS 1073";"jtj-trio-jbs-1073";
"3089";"1";"Regento Stars JBS 1075";"Artiest";"0";"Regento Stars JBS 1075";"Regento Stars JBS 1075";"Regento Stars JBS 1075";"Regento Stars JBS 1075";"regento-stars-jbs-1075";
"3090";"1";"De Esperando's JBS 1076";"Artiest";"0";"De Esperando's JBS 1076";"De Esperando's JBS 1076";"De Esperando's JBS 1076";"De Esperando's JBS 1076";"de-esperando's-jbs-1076";
"3091";"1";"Regento Stars JBS 1100";"Artiest";"0";"Regento Stars JBS 1100";"Regento Stars JBS 1100";"Regento Stars JBS 1100";"Regento Stars JBS 1100";"regento-stars-jbs-1100";
"3092";"1";"Regento Stars JBS 1105";"Artiest";"0";"Regento Stars JBS 1105";"Regento Stars JBS 1105";"Regento Stars JBS 1105";"Regento Stars JBS 1105";"regento-stars-jbs-1105";
"3093";"1";"Regento Stars JBS 1110";"Artiest";"0";"Regento Stars JBS 1110";"Regento Stars JBS 1110";"Regento Stars JBS 1110";"Regento Stars JBS 1110";"regento-stars-jbs-1110";
"3094";"1";"Mariane Weber";"Artiest";"0";"Mariane Weber";"Mariane Weber";"Mariane Weber";"Mariane Weber";"mariane-weber";
"3095";"1";"Artiest Jan Boezeroen Emi";"Artiest";"0";"Artiest Jan Boezeroen Emi";"Artiest Jan Boezeroen Emi";"Artiest Jan Boezeroen Emi";"Artiest Jan Boezeroen Emi";"artiest-jan-boezeroen-emi";
"3096";"1";"Paul Rollman Emi";"Artiest";"0";"Paul Rollman Emi";"Paul Rollman Emi";"Paul Rollman Emi";"Paul Rollman Emi";"paul-rollman-emi";
"3097";"1";"cowboy gerard Emi";"Artiest";"0";"cowboy gerard Emi";"cowboy gerard Emi";"cowboy gerard Emi";"cowboy gerard Emi";"cowboy-gerard-emi";
"3098";"1";"De Migra s Emi";"Artiest";"0";"De Migra s Emi";"De Migra s Emi";"De Migra s Emi";"De Migra s Emi";"de-migra-s-emi";
"3099";"1";"Wil de Bras Emi";"Artiest";"0";"Wil de Bras Emi";"Wil de Bras Emi";"Wil de Bras Emi";"Wil de Bras Emi";"wil-de-bras-emi";
"3100";"1";"Bobbejaan Schoepen Emi";"Artiest";"0";"Bobbejaan Schoepen Emi";"Bobbejaan Schoepen Emi";"Bobbejaan Schoepen Emi";"Bobbejaan Schoepen Emi";"bobbejaan-schoepen-emi";
"3101";"1";"Toby Rix Emi";"Artiest";"0";"Toby Rix Emi";"Toby Rix Emi";"Toby Rix Emi";"Toby Rix Emi";"toby-rix-emi";
"3102";"1";"Cock van de Palm Emi";"Artiest";"0";"Cock van de Palm Emi";"Cock van de Palm Emi";"Cock van de Palm Emi";"Cock van de Palm Emi";"cock-van-de-palm-emi";
"3103";"1";"Thijs van der Molen Emi";"Artiest";"0";"Thijs van der Molen Emi";"Thijs van der Molen Emi";"Thijs van der Molen Emi";"Thijs van der Molen Emi";"thijs-van-der-molen-emi";
"3104";"1";"The New Four Emi";"Artiest";"0";"The New Four Emi";"The New Four Emi";"The New Four Emi";"The New Four Emi";"the-new-four-emi";
"3105";"1";"Peter Wiedemeijer Emi";"Artiest";"0";"Peter Wiedemeijer Emi";"Peter Wiedemeijer Emi";"Peter Wiedemeijer Emi";"Peter Wiedemeijer Emi";"peter-wiedemeijer-emi";
"3106";"1";"Helga Emi";"Artiest";"0";"Helga Emi";"Helga Emi";"Helga Emi";"Helga Emi";"helga-emi";
"3107";"1";"Rudi Carrell Emi";"Artiest";"0";"Rudi Carrell Emi";"Rudi Carrell Emi";"Rudi Carrell Emi";"Rudi Carrell Emi";"rudi-carrell-emi";
"3108";"1";"Frank en Mirella Emi";"Artiest";"0";"Frank en Mirella Emi";"Frank en Mirella Emi";"Frank en Mirella Emi";"Frank en Mirella Emi";"frank-en-mirella-emi";
"3109";"1";"Dimitri van Toren Emi";"Artiest";"0";"Dimitri van Toren Emi";"Dimitri van Toren Emi";"Dimitri van Toren Emi";"Dimitri van Toren Emi";"dimitri-van-toren-emi";
"3110";"1";"Bob Smit Emi";"Artiest";"0";"Bob Smit Emi";"Bob Smit Emi";"Bob Smit Emi";"Bob Smit Emi";"bob-smit-emi";
"3111";"1";"Johnny the Hurricans Emi";"Artiest";"0";"Johnny the Hurricans Emi";"Johnny the Hurricans Emi";"Johnny the Hurricans Emi";"Johnny the Hurricans Emi";"johnnythe-hurricans-emi";
"3112";"1";"The Shadows Emi";"Artiest";"0";"The Shadows Emi";"The Shadows Emi";"The Shadows Emi";"The Shadows Emi";"the-shadows-emi";
"3113";"1";"Russ Conway Emi";"Artiest";"0";"Russ Conway Emi";"Russ Conway Emi";"Russ Conway Emi";"Russ Conway Emi";"russ-conway-emi";
"3114";"1";"Patricia Paay Emi";"Artiest";"0";"Patricia Paay Emi";"Patricia Paay Emi";"Patricia Paay Emi";"Patricia Paay Emi";"patricia-paay-emi";
"3115";"1";"Suzie Emi";"Artiest";"0";"Suzie Emi";"Suzie Emi";"Suzie Emi";"Suzie Emi";"suzie-emi";
"3116";"1";"Cocktail trio Emi";"Artiest";"0";"Cocktail trio Emi";"Cocktail trio Emi";"Cocktail trio Emi";"Cocktail trio Emi";"cocktail-trio-emi";
"3117";"1";"John Lamers Emi";"Artiest";"0";"John Lamers Emi";"John Lamers Emi";"John Lamers Emi";"John Lamers Emi";"john-lamers-emi";
"3118";"1";"Silvio Emi";"Artiest";"0";"Silvio Emi";"Silvio Emi";"Silvio Emi";"Silvio Emi";"silvio-emi";
"3119";"1";"The Animals Emi";"Artiest";"0";"The Animals Emi";"The Animals Emi";"The Animals Emi";"The Animals Emi";"the-animals-emi";
"3120";"1";"The Buffoons Emi";"Artiest";"0";"The Buffoons Emi";"The Buffoons Emi";"The Buffoons Emi";"The Buffoons Emi";"the-buffoons-emi";
"3121";"1";"Joey Dyser Emi";"Artiest";"0";"Joey Dyser Emi";"Joey Dyser Emi";"Joey Dyser Emi";"Joey Dyser Emi";"joey-dyser-emi";
"3122";"1";"The Everly Brothers Emi";"Artiest";"0";"The Everly Brothers Emi";"The Everly Brothers Emi";"The Everly Brothers Emi";"The Everly Brothers Emi";"the-everly-brothers-emi";
"3123";"1";"Conny Froboes Emi";"Artiest";"0";"Conny Froboes Emi";"Conny Froboes Emi";"Conny Froboes Emi";"Conny Froboes Emi";"conny-froboes-emi";
"3124";"1";"Lydia en de Melodiestrings Emi";"Artiest";"0";"Lydia en de Melodiestrings Emi";"Lydia en de Melodiestrings Emi";"Lydia en de Melodiestrings Emi";"Lydia en de Melodiestrings Emi";"lydia-en-de-melodiestrings-emi";
"3125";"1";"Manfred Mann Emi";"Artiest";"0";"Manfred Mann Emi";"Manfred Mann Emi";"Manfred Mann Emi";"Manfred Mann Emi";"manfred-mann-emi";
"3126";"1";"Helen Shapiro Emi";"Artiest";"0";"Helen Shapiro Emi";"Helen Shapiro Emi";"Helen Shapiro Emi";"Helen Shapiro Emi";"helen-shapiro-emi";
"3127";"1";"The Royal Showband Waterford Emi";"Artiest";"0";"The Royal Showband Waterford Emi";"The Royal Showband Waterford Emi";"The Royal Showband Waterford Emi";"The Royal Showband Waterford Emi";"the-royal-showband-waterford-emi";
"3128";"1";"Sir Henry and his Butlers Emi";"Artiest";"0";"Sir Henry and his Butlers Emi";"Sir Henry and his Butlers Emi";"Sir Henry and his Butlers Emi";"Sir Henry and his Butlers Emi";"sir-henry-and-his-butlers-emi";
"3129";"1";"Glen Campbell Emi";"Artiest";"0";"Glen Campbell Emi";"Glen Campbell Emi";"Glen Campbell Emi";"Glen Campbell Emi";"glen-campbell-emi";
"3130";"1";"The Tielman Brothers Emi";"Artiest";"0";"The Tielman Brothers Emi";"The Tielman Brothers Emi";"The Tielman Brothers Emi";"The Tielman Brothers Emi";"the-tielman-brothers-emi";
"3131";"1";"Swinging Blue Jeans Emi";"Artiest";"0";"Swinging Blue Jeans Emi";"Swinging Blue Jeans Emi";"Swinging Blue Jeans Emi";"Swinging Blue Jeans Emi";"swinging-blue-jeans-emi";
"3132";"1";"Ricky Nelson Emi";"Artiest";"0";"Ricky Nelson Emi";"Ricky Nelson Emi";"Ricky Nelson Emi";"Ricky Nelson Emi";"ricky-nelson-emi";
"3133";"1";"Crystal Gayle Emi";"Artiest";"0";"Crystal Gayle Emi";"Crystal Gayle Emi";"Crystal Gayle Emi";"Crystal Gayle Emi";"crystal-gayle-emi";
"3134";"1";"Keith West Emi";"Artiest";"0";"Keith West Emi";"Keith West Emi";"Keith West Emi";"Keith West Emi";"keith-west-emi";
"3135";"1";"The Fortunes Emi";"Artiest";"0";"The Fortunes Emi";"The Fortunes Emi";"The Fortunes Emi";"The Fortunes Emi";"the-fortunes-emi";
"3136";"1";"Adamo Emi";"Artiest";"0";"Adamo Emi";"Adamo Emi";"Adamo Emi";"Adamo Emi";"adamo-emi";
"3137";"1";"Timi Yuro Emi";"Artiest";"0";"Timi Yuro Emi";"Timi Yuro Emi";"Timi Yuro Emi";"Timi Yuro Emi";"timi-yuro-emi";
"3138";"1";"Bing Crosby and Grace Kelly Emi";"Artiest";"0";"Bing Crosby and Grace Kelly Emi";"Bing Crosby and Grace Kelly Emi";"Bing Crosby and Grace Kelly Emi";"Bing Crosby and Grace Kelly Emi";"bing-crosby-and-grace-kelly-emi";
"3139";"1";"Sandy Nelson Emi";"Artiest";"0";"Sandy Nelson Emi";"Sandy Nelson Emi";"Sandy Nelson Emi";"Sandy Nelson Emi";"sandy-nelson-emi";
"3140";"1";"Les Paul Mary Ford Emi";"Artiest";"0";"Les Paul Mary Ford Emi";"Les Paul Mary Ford Emi";"Les Paul Mary Ford Emi";"Les Paul Mary Ford Emi";"les-paulmary-ford-emi";
"3141";"1";"Monika Oscar Benton Emi";"Artiest";"0";"Monika Oscar Benton Emi";"Monika Oscar Benton Emi";"Monika Oscar Benton Emi";"Monika Oscar Benton Emi";"monikaoscar-benton-emi";
"3142";"1";"George Baker Selection Emi";"Artiest";"0";"George Baker Selection Emi";"George Baker Selection Emi";"George Baker Selection Emi";"George Baker Selection Emi";"george-baker-selection-emi";
"3143";"1";"Tante Leen Emi";"Artiest";"0";"Tante Leen Emi";"Tante Leen Emi";"Tante Leen Emi";"Tante Leen Emi";"tante-leen-emi";
"3144";"1";"The Blue Diamonds";"Artiest";"0";"The Blue Diamonds";"The Blue Diamonds";"The Blue Diamonds";"The Blue Diamonds";"the-blue-diamonds";
"3145";"1";"Dorus";"Artiest";"0";"Dorus";"Dorus";"Dorus";"Dorus";"dorus";
"3146";"1";"Drie kleine kleuters md Jonkers en de Joffers";"Artiest";"0";"Drie kleine kleuters md Jonkers en de Joffers";"Drie kleine kleuters md Jonkers en de Joffers";"Drie kleine kleuters md Jonkers en de Joffers";"Drie kleine kleuters md Jonkers en de Joffers";"drie-kleine-kleuters-md-jonkers-en-de-joffers";
"3147";"1";"Godert van Colmjon Jan Lemaire";"Artiest";"0";"Godert van Colmjon Jan Lemaire";"Godert van Colmjon Jan Lemaire";"Godert van Colmjon Jan Lemaire";"Godert van Colmjon Jan Lemaire";"godert-van-colmjonjan-lemaire";
"3148";"1";"Joop de Knegt";"Artiest";"0";"Joop de Knegt";"Joop de Knegt";"Joop de Knegt";"Joop de Knegt";"joop-de-knegt";
"3149";"1";"Max van Praag";"Artiest";"0";"Max van Praag";"Max van Praag";"Max van Praag";"Max van Praag";"max-van-praag";
"3150";"1";"Conny Vandenbos";"Artiest";"0";"Conny Vandenbos";"Conny Vandenbos";"Conny Vandenbos";"Conny Vandenbos";"conny-vandenbos";
"3151";"1";"Artiest Tom Dick";"Artiest";"0";"Artiest Tom Dick";"Artiest Tom Dick";"Artiest Tom Dick";"Artiest Tom Dick";"artiest-tomdick";
"3152";"1";"Rita Corita";"Artiest";"0";"Rita Corita";"Rita Corita";"Rita Corita";"Rita Corita";"rita-corita";
"3153";"1";"Corry Brokken";"Artiest";"0";"Corry Brokken";"Corry Brokken";"Corry Brokken";"Corry Brokken";"corry-brokken";
"3154";"1";"Jenny Arean Frans Halsema Conny Stuart";"Artiest";"0";"Jenny Arean Frans Halsema Conny Stuart";"Jenny Arean Frans Halsema Conny Stuart";"Jenny Arean Frans Halsema Conny Stuart";"Jenny Arean Frans Halsema Conny Stuart";"jenny-areanfrans-halsemaconny-stuart";
"3155";"1";"Artiest Saskia Serge";"Artiest";"0";"Artiest Saskia Serge";"Artiest Saskia Serge";"Artiest Saskia Serge";"Artiest Saskia Serge";"artiest-saskiaserge";
"3156";"1";"Willy Willeke Alberti";"Artiest";"0";"Willy Willeke Alberti";"Willy Willeke Alberti";"Willy Willeke Alberti";"Willy Willeke Alberti";"willywilleke-alberti";
"3157";"1";"Anneke Gronloh";"Artiest";"0";"Anneke Gronloh";"Anneke Gronloh";"Anneke Gronloh";"Anneke Gronloh";"anneke-gronloh";
"3158";"1";"Ria Valk";"Artiest";"0";"Ria Valk";"Ria Valk";"Ria Valk";"Ria Valk";"ria-valk";
"3159";"1";"The Jumping Jewels";"Artiest";"0";"The Jumping Jewels";"The Jumping Jewels";"The Jumping Jewels";"The Jumping Jewels";"the-jumping-jewels";
"3160";"1";"Rene and his Alligators";"Artiest";"0";"Rene and his Alligators";"Rene and his Alligators";"Rene and his Alligators";"Rene and his Alligators";"rene-and-his-alligators";
"3161";"1";"Artiest Deep Purple";"Artiest";"0";"Artiest Deep Purple";"Artiest Deep Purple";"Artiest Deep Purple";"Artiest Deep Purple";"artiest-deep-purple";
"3162";"1";"Renate en Werner Leismann";"Artiest";"0";"Renate en Werner Leismann";"Renate en Werner Leismann";"Renate en Werner Leismann";"Renate en Werner Leismann";"renate-en-werner-leismann";
"3163";"1";"Artiest Kastelruther Spatzen";"Artiest";"0";"Artiest Kastelruther Spatzen";"Artiest Kastelruther Spatzen";"Artiest Kastelruther Spatzen";"Artiest Kastelruther Spatzen";"artiest-kastelruther-spatzen";
"3164";"1";"Artiest Nockalm Quintett";"Artiest";"0";"Artiest Nockalm Quintett";"Artiest Nockalm Quintett";"Artiest Nockalm Quintett";"Artiest Nockalm Quintett";"artiest-nockalm-quintett";
"3165";"1";"De Piraten";"Artiest";"0";"De Piraten";"De Piraten";"De Piraten";"De Piraten";"de-piraten";
"3166";"1";"The Magic boys";"Artiest";"0";"The Magic boys";"The Magic boys";"The Magic boys";"The Magic boys";"the-magic-boys";
"3167";"1";"Zusjes Muizers";"Artiest";"0";"Zusjes Muizers";"Zusjes Muizers";"Zusjes Muizers";"Zusjes Muizers";"zusjes-muizers";
"3168";"1";"De Telstars";"Artiest";"0";"De Telstars";"De Telstars";"De Telstars";"De Telstars";"de-telstars";
"3169";"1";"Flip de Vogelaar";"Artiest";"0";"Flip de Vogelaar";"Flip de Vogelaar";"Flip de Vogelaar";"Flip de Vogelaar";"flip-de-vogelaar";
"3170";"1";"Artiest George Baker Selection";"Artiest";"0";"Artiest George Baker Selection";"Artiest George Baker Selection";"Artiest George Baker Selection";"Artiest George Baker Selection";"artiest-george-baker-selection";
"3171";"1";"Frank Ifield";"Artiest";"0";"Frank Ifield";"Frank Ifield";"Frank Ifield";"Frank Ifield";"frank-ifield";
"3172";"1";"Artiest ROAD";"Artiest";"0";"Artiest ROAD";"Artiest ROAD";"Artiest ROAD";"Artiest ROAD";"artiest-road";
"3173";"1";"Schott Fitzgerald Yvonne Keeley";"Artiest";"0";"Schott Fitzgerald Yvonne Keeley";"Schott Fitzgerald Yvonne Keeley";"Schott Fitzgerald Yvonne Keeley";"Schott Fitzgerald Yvonne Keeley";"schott-fitzgeraldyvonne-keeley";
"3174";"1";"Max Betsie Anders";"Artiest";"0";"Max Betsie Anders";"Max Betsie Anders";"Max Betsie Anders";"Max Betsie Anders";"maxbetsie-anders";
"3175";"1";"Frits Rademacher";"Artiest";"0";"Frits Rademacher";"Frits Rademacher";"Frits Rademacher";"Frits Rademacher";"frits-rademacher";
"3176";"1";"Artiest Carpendale Howard";"Artiest";"0";"Artiest Carpendale Howard";"Artiest Carpendale Howard";"Artiest Carpendale Howard";"Artiest Carpendale Howard";"artiest-carpendale-howard";
"3177";"1";"Artiest Major Dundee Band";"Artiest";"0";"Artiest Major Dundee Band";"Artiest Major Dundee Band";"Artiest Major Dundee Band";"Artiest Major Dundee Band";"artiest-major-dundee-band";
"3178";"1";"Artiest Gerry Diana";"Artiest";"0";"Artiest Gerry Diana";"Artiest Gerry Diana";"Artiest Gerry Diana";"Artiest Gerry Diana";"artiest-gerrydiana";
"3179";"1";"Silvia Swart - single cd";"Artiest";"0";"Silvia Swart - single cd";"Silvia Swart - single cd";"Silvia Swart - single cd";"Silvia Swart - single cd";"silvia-swartsingle-cd";
"3180";"1";"Sustreams";"Artiest";"0";"Sustreams";"Sustreams";"Sustreams";"Sustreams";"sustreams";
"3181";"1";"Cats the";"Artiest";"0";"Cats the";"Cats the";"Cats the";"Cats the";"cats-the";
"3182";"1";"HOOK DR";"Artiest";"0";"HOOK DR";"HOOK DR";"HOOK DR";"HOOK DR";"hook-dr";
"3183";"1";"Artiest SWEET The";"Artiest";"0";"Artiest SWEET The";"Artiest SWEET The";"Artiest SWEET The";"Artiest SWEET The";"artiest-sweet-the";
"3184";"1";"Artiest Fleetwood Mac";"Artiest";"0";"Artiest Fleetwood Mac";"Artiest Fleetwood Mac";"Artiest Fleetwood Mac";"Artiest Fleetwood Mac";"artiest-fleetwood-mac";
"3185";"1";"Artiest TUMBLEWEEDS";"Artiest";"0";"Artiest TUMBLEWEEDS";"Artiest TUMBLEWEEDS";"Artiest TUMBLEWEEDS";"Artiest TUMBLEWEEDS";"artiest-tumbleweeds";
"3186";"1";"Bee Gees";"Artiest";"0";"Bee Gees";"Bee Gees";"Bee Gees";"Bee Gees";"bee-gees";
"3187";"1";"Artiest Middle of the road";"Artiest";"0";"Artiest Middle of the road";"Artiest Middle of the road";"Artiest Middle of the road";"Artiest Middle of the road";"artiest-middle-of-the-road";
"3188";"1";"Artiest QUEEN";"Artiest";"0";"Artiest QUEEN";"Artiest QUEEN";"Artiest QUEEN";"Artiest QUEEN";"artiest-queen";
"3189";"1";"Artiest ABBA";"Artiest";"0";"Artiest ABBA";"Artiest ABBA";"Artiest ABBA";"Artiest ABBA";"artiest-abba";
"3190";"1";"Joly Terry West CD ALBUM";"Artiest";"0";"Joly Terry West CD ALBUM";"Joly Terry West CD ALBUM";"Joly Terry West CD ALBUM";"Joly Terry West CD ALBUM";"jolyterry-west-cd-album";
"3191";"1";"Jan Bosscher CD ";"Artiest";"0";"Jan Bosscher CD ";"Jan Bosscher CD ";"Jan Bosscher CD ";"Jan Bosscher CD ";"jan-bosscher-cd";
"3192";"1";"Nancy Hlad Cd";"Artiest";"0";"Nancy Hlad Cd";"Nancy Hlad Cd";"Nancy Hlad Cd";"Nancy Hlad Cd";"nancy-hlad-cd";
"3193";"1";"Various artists Slovenian Style vol 2";"Artiest";"0";"Various artists Slovenian Style vol 2";"Various artists Slovenian Style vol 2";"Various artists Slovenian Style vol 2";"Various artists Slovenian Style vol 2";"various-artists-slovenian-style-vol-2";
"3194";"1";"Frans en Monika Cd album";"Artiest";"0";"Frans en Monika Cd album";"Frans en Monika Cd album";"Frans en Monika Cd album";"Frans en Monika Cd album";"frans-en-monika-cd-album";
"3195";"1";"Trio Herman Lippinkhof Cd Album";"Artiest";"0";"Trio Herman Lippinkhof Cd Album";"Trio Herman Lippinkhof Cd Album";"Trio Herman Lippinkhof Cd Album";"Trio Herman Lippinkhof Cd Album";"trio-herman-lippinkhof-cd-album";
"3196";"1";"Entree Cd Album ";"Artiest";"0";"Entree Cd Album ";"Entree Cd Album ";"Entree Cd Album ";"Entree Cd Album ";"entree-cd-album";
"3197";"1";"De Stemmingmakers Cd Album";"Artiest";"0";"De Stemmingmakers Cd Album";"De Stemmingmakers Cd Album";"De Stemmingmakers Cd Album";"De Stemmingmakers Cd Album";"de-stemmingmakers-cd-album";
"3198";"1";"Johan Peter Cd Album";"Artiest";"0";"Johan Peter Cd Album";"Johan Peter Cd Album";"Johan Peter Cd Album";"Johan Peter Cd Album";"johanpeter-cd-album";
"3199";"1";"Ramonas Cd Album";"Artiest";"0";"Ramonas Cd Album";"Ramonas Cd Album";"Ramonas Cd Album";"Ramonas Cd Album";"ramonas-cd-album";
"3200";"1";"Arizona s Cd Album";"Artiest";"0";"Arizona s Cd Album";"Arizona s Cd Album";"Arizona s Cd Album";"Arizona s Cd Album";"arizona-s-cd-album";
"3201";"1";"Voartse Boys Cd album";"Artiest";"0";"Voartse Boys Cd album";"Voartse Boys Cd album";"Voartse Boys Cd album";"Voartse Boys Cd album";"voartse-boys-cd-album";
"3202";"1";"The Walkers dubbel Album 2 x cdbox";"Artiest";"0";"The Walkers dubbel Album 2 x cdbox";"The Walkers dubbel Album 2 x cdbox";"The Walkers dubbel Album 2 x cdbox";"The Walkers dubbel Album 2 x cdbox";"the-walkers-dubbel-album-2-x-cdbox";
"3203";"1";"Henk Wijngaard dubbel cd box ";"Artiest";"0";"Henk Wijngaard dubbel cd box ";"Henk Wijngaard dubbel cd box ";"Henk Wijngaard dubbel cd box ";"Henk Wijngaard dubbel cd box ";"henk-wijngaard-dubbel-cd-box";
"3204";"1";"Johnny Hoes dubbel cd Box ";"Artiest";"0";"Johnny Hoes dubbel cd Box ";"Johnny Hoes dubbel cd Box ";"Johnny Hoes dubbel cd Box ";"Johnny Hoes dubbel cd Box ";"johnny-hoes-dubbel-cd-box";
"3205";"1";"Johnny Hoes dubbe cd box ";"Artiest";"0";"Johnny Hoes dubbe cd box ";"Johnny Hoes dubbe cd box ";"Johnny Hoes dubbe cd box ";"Johnny Hoes dubbe cd box ";"johnny-hoes-dubbe-cd-box";
"3206";"1";"Arne Jansen dubbel cd box ";"Artiest";"0";"Arne Jansen dubbel cd box ";"Arne Jansen dubbel cd box ";"Arne Jansen dubbel cd box ";"Arne Jansen dubbel cd box ";"arne-jansen-dubbel-cd-box";
"3207";"1";"SIMPEL  UIT ONS MAGAZIJN 1989 ";"Artiest";"0";"SIMPEL  UIT ONS MAGAZIJN 1989 ";"SIMPEL  UIT ONS MAGAZIJN 1989 ";"SIMPEL  UIT ONS MAGAZIJN 1989 ";"SIMPEL  UIT ONS MAGAZIJN 1989 ";"simpeluit-ons-magazijn-1989";
"3208";"1";"SJOUKJE  uit ons magazijn 1983";"Artiest";"0";"SJOUKJE  uit ons magazijn 1983";"SJOUKJE  uit ons magazijn 1983";"SJOUKJE  uit ons magazijn 1983";"SJOUKJE  uit ons magazijn 1983";"sjoukje-uit-ons-magazijn-1983";
"3209";"1";"Drukwerk emi";"Artiest";"0";"Drukwerk emi";"Drukwerk emi";"Drukwerk emi";"Drukwerk emi";"drukwerk-emi";
"3210";"1";"Louis Prima emi";"Artiest";"0";"Louis Prima emi";"Louis Prima emi";"Louis Prima emi";"Louis Prima emi";"louis-prima-emi";
"3211";"1";"Bolle Jan emi";"Artiest";"0";"Bolle Jan emi";"Bolle Jan emi";"Bolle Jan emi";"Bolle Jan emi";"bolle-jan-emi";
"3212";"1";"Rudy Bennett emi";"Artiest";"0";"Rudy Bennett emi";"Rudy Bennett emi";"Rudy Bennett emi";"Rudy Bennett emi";"rudy-bennett-emi";
"3213";"1";"Maywood  emi";"Artiest";"0";"Maywood  emi";"Maywood  emi";"Maywood  emi";"Maywood  emi";"maywoodemi";
"3214";"1";"Herman s Hermits emi";"Artiest";"0";"Herman s Hermits emi";"Herman s Hermits emi";"Herman s Hermits emi";"Herman s Hermits emi";"herman-s-hermits-emi";
"3215";"1";"Mud emi";"Artiest";"0";"Mud emi";"Mud emi";"Mud emi";"Mud emi";"mud-emi";
"3216";"1";"Tammy Wynette";"Artiest";"0";"Tammy Wynette";"Tammy Wynette";"Tammy Wynette";"Tammy Wynette";"tammy-wynette";
"3217";"1";"Artiest Hoes Johnny";"Artiest";"0";"Artiest Hoes Johnny";"Artiest Hoes Johnny";"Artiest Hoes Johnny";"Artiest Hoes Johnny";"artiest-hoes-johnny";
"3218";"1";"Johnny Rio";"Artiest";"0";"Johnny Rio";"Johnny Rio";"Johnny Rio";"Johnny Rio";"johnny-rio";
"3219";"1";"Artiest ROLAND W";"Artiest";"0";"Artiest ROLAND W";"Artiest ROLAND W";"Artiest ROLAND W";"Artiest ROLAND W";"artiest-roland-w";
"3220";"1";"David Garrick";"Artiest";"0";"David Garrick";"David Garrick";"David Garrick";"David Garrick";"david-garrick";
"3221";"1";"Chris Montez";"Artiest";"0";"Chris Montez";"Chris Montez";"Chris Montez";"Chris Montez";"chris-montez";
"3222";"1";"Artiest Dave Dee Dozy Beaky Mick Tich";"Artiest";"0";"Artiest Dave Dee Dozy Beaky Mick Tich";"Artiest Dave Dee Dozy Beaky Mick Tich";"Artiest Dave Dee Dozy Beaky Mick Tich";"Artiest Dave Dee Dozy Beaky Mick Tich";"artiest-dave-dee-dozy-beaky-micktich";
"3223";"1";"Percy Sledge";"Artiest";"0";"Percy Sledge";"Percy Sledge";"Percy Sledge";"Percy Sledge";"percy-sledge";
